date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean
2020-02-05,0,0,,,,,,,101,50,150,101,50,150,101,50,150,2.25211875943
2020-02-06,0,0,,,,,,,101,50,150,202,99,300,202,100,300,2.25190554513
2020-02-07,0,0,,,,,,,101,50,150,303,150,450,303,150,450,2.25185834332
2020-02-08,0,0,,,,,,,101,50,150,404,199,600,404,200,600,2.25180069306
2020-02-09,0,0,,,,,,,242,114,386,646,332,968,646,314,986,2.2517302821
2020-02-10,0,0,,,,,,,242,114,386,889,452,1348,888,428,1372,2.25164428676
2020-02-11,0,0,,,,,,,242,114,386,1131,570,1730,1130,542,1758,2.25153925896
2020-02-12,0,0,,,,,,,242,114,386,1374,687,2113,1372,656,2144,2.25141098834
2020-02-13,0,0,,,,,,,392,190,610,1766,899,2701,1764,846,2754,2.25125433404
2020-02-14,0,0,,,,,,,544,284,835,2311,1190,3529,2308,1130,3589,2.25104643878
2020-02-15,0,0,,,,,,,733,417,1100,3043,1629,4607,3041,1547,4689,2.25081073085
2020-02-16,0,0,,,,,,,1367,783,1898,4410,2517,6493,4408,2330,6587,2.25051870358
2020-02-17,0,0,,,,,,,2191,1359,3001,6601,3966,9415,6599,3689,9588,2.2501636092
2020-02-18,0,0,,,,,,,2521,1569,3491,9122,5563,12880,9120,5258,13079,2.24973099478
2020-02-19,0,0,,,,,,,3002,1947,4073,12124,7542,16920,12122,7205,17152,2.24920334312
2020-02-20,0,0,,,,,,,3103,2016,4213,15126,9511,20976,15225,9221,21365,2.24855882223
2020-02-21,0,0,,,,,,,3529,2305,4735,18554,11789,25541,18754,11526,26100,2.24777093484
2020-02-22,0,0,,,,,,,4427,2944,5924,22879,14716,31282,23181,14470,32024,2.24680942433
2020-02-23,0,0,,,,,,,5282,3538,6956,28061,18264,38044,28463,18008,38980,2.24563677848
2020-02-24,0,0,,,,,,,6297,4246,8351,34116,22448,45976,34760,22254,47331,2.24420641849
2020-02-25,0,0,,,,,,,9423,6151,12347,43297,28560,57740,44183,28405,59678,2.24246154197
2020-02-26,0,0,,,,,,,11301,7537,14858,54355,36007,72147,55484,35942,74536,2.24033284028
2020-02-27,0,0,,,,,,,12219,8104,16168,66332,43994,87881,67703,44046,90704,2.23773674086
2020-02-28,0,0,,,,,,,14470,9606,19289,80409,53392,106497,82173,53652,109993,2.23457147223
2020-02-29,1,1,,,,,,,17105,11116,23131,96970,64197,128683,99278,64768,133124,2.23071262331
2020-03-01,0,1,,,,,,,21831,13975,29875,118068,77765,157298,121109,78743,162999,2.22600818598
2020-03-02,5,6,,,,,,,26855,17195,36912,143557,94215,192182,147964,95938,199911,2.22027233764
2020-03-03,1,7,,,,,,,32636,20946,45325,174002,113853,234394,180600,116884,245236,2.21327767406
2020-03-04,4,11,,,,,,,39214,24956,55233,210695,137291,286010,219814,141840,300469,2.20474467431
2020-03-05,1,12,,,,,,,48124,30490,68517,255817,165888,350310,267938,172330,368986,2.19432791901
2020-03-06,2,14,,,,,,,58069,36433,83834,310783,200372,429779,326007,208763,452820,2.18159855619
2020-03-07,3,17,,,,,,,69449,43531,99644,376704,241655,524631,395456,252294,552464,2.16602232872
2020-03-08,4,21,,,,,,,82254,52100,116119,454531,290833,634889,477710,304394,668583,2.14693378387
2020-03-09,1,22,,,,,,,96594,62190,132608,545843,349474,760694,574304,366584,801191,2.12351023382
2020-03-10,6,28,,,,,,,112802,74349,151819,652348,419515,904332,687106,440933,953010,2.09475568497
2020-03-11,5,33,,,,,,,129217,88190,171214,772142,501575,1063165,816323,529123,1124224,2.05951526184
2020-03-12,10,43,,,,,,,145515,102792,189315,906357,596773,1237540,961838,631915,1313539,2.01655155622
2020-03-13,9,52,,,,,,,161390,116376,207365,1055528,704985,1428513,1123228,748291,1520904,1.96471615014
2020-03-14,6,58,,,,,,,176061,130244,226337,1217119,825594,1635334,1299289,878535,1747241,1.90322651017
2020-03-15,12,70,,,,,,,189639,142107,242841,1389652,956618,1854795,1488928,1020642,1990082,1.83200431728
2020-03-16,27,97,,,,,,,201654,152688,262109,1569475,1095429,2086786,1690582,1173330,2252191,1.75196944278
2020-03-17,34,131,,,,,,,212131,162233,277725,1754751,1240627,2327428,1902713,1335563,2529916,1.66516025043
2020-03-18,57,188,,,,,,,221235,169681,291724,1943350,1389544,2573620,2123948,1505244,2821640,1.57459430447
2020-03-19,76,264,,,,,,,229108,176893,303199,2133244,1541717,2821429,2353056,1682137,3124839,1.48387871859
2020-03-20,97,361,,,,,,,236000,183217,311701,2321119,1694743,3064524,2589056,1865354,3436540,1.39667327465
2020-03-21,94,455,,,,,,,241954,189178,320235,2505004,1847792,3301015,2831010,2054532,3756775,1.31614846783
2020-03-22,145,600,,,,,,,247049,194939,324668,2682604,1999488,3526174,3078059,2249471,4081443,1.24456446848
2020-03-23,183,783,,,,,,,251380,199954,328376,2851731,2147606,3738547,3329439,2449425,4409819,1.18306092497
2020-03-24,237,1020,,,,,,,254989,203828,329113,3010126,2289469,3934981,3584428,2653253,4738932,1.13169812006
2020-03-25,312,1332,,,,,,,257920,206169,332109,3155243,2421400,4115154,3842348,2859422,5071041,1.08971243556
2020-03-26,413,1745,,,,,,,260185,208406,332253,3286210,2541617,4275979,4102533,3067828,5403294,1.05587135531
2020-03-27,552,2297,,,,,,,261784,210581,331232,3402479,2649430,4417487,4364317,3278409,5734526,1.02879765959
2020-03-28,634,2931,,,,,,,262727,212381,330563,3503815,2745384,4540325,4627044,3490790,6065089,1.00718746576
2020-03-29,627,3558,,,,,,,263049,212587,329312,3590804,2827768,4643034,4890093,3703377,6394401,0.989916375369
2020-03-30,820,4378,,,,,,,262719,213143,327126,3663884,2898820,4726948,5152812,3916520,6721527,0.976066242018
2020-03-31,1224,5602,,,,,,,261795,212374,324153,3724025,2958443,4788655,5414607,4128894,7045680,0.96490973934
2020-04-01,1241,6843,,,,,,,260316,211202,321702,3772210,3007371,4832489,5674923,4340096,7367382,0.955879083745
2020-04-02,1586,8429,,,,,,,258331,209834,318041,3809306,3047357,4858827,5933254,4549930,7685423,0.948533114346
2020-04-03,1315,9744,,,,,,,255891,208398,314738,3836089,3078642,4870584,6189145,4758328,8000161,0.942528622343
2020-04-04,1284,11028,,,,,,,253044,206673,310819,3853134,3101879,4870041,6442189,4965001,8310980,0.937597409801
2020-04-05,1439,12467,,,,,,,249846,204542,306661,3861026,3117021,4857051,6692035,5169543,8617641,0.933528668866
2020-04-06,1668,14135,,,,,,,246352,201865,302347,3860328,3123718,4835406,6938387,5371408,8919988,0.930155688062
2020-04-07,2309,16444,,,,,,,242612,198679,297622,3851560,3122211,4805219,7180999,5570087,9217610,0.927345870126
2020-04-08,2116,18560,,,,,,,238677,194904,292217,3835248,3113062,4768693,7419676,5764991,9509827,0.924993213669
2020-04-09,2075,20635,,,,,,,234596,191147,286699,3811925,3097807,4723654,7654272,5956138,9796526,0.923012609215
2020-04-10,2093,22728,,,,,,,230412,188019,281554,3782152,3077226,4673259,7884684,6144157,10078080,0.921335472059
2020-04-11,2046,24774,,,,,,,226161,184328,276644,3746530,3050816,4618852,8110845,6328485,10354724,0.919906366864
2020-04-12,1774,26548,,,,,,,221875,180596,271373,3705678,3018917,4559823,8332720,6509081,10626097,0.918680375393
2020-04-13,1828,28376,,,,,,,217578,176987,265897,3660207,2983255,4496589,8550298,6686068,10891994,0.917621027196
2020-04-14,2404,30780,,,,,,,213290,173337,260460,3610778,2943428,4430040,8763588,6859405,11152454,0.916698661317
2020-04-15,2549,33329,,,,,,,209026,169726,254895,3558008,2900766,4360864,8972614,7029131,11407349,0.915775263041
2020-04-16,2113,35442,,,,,,,204799,165611,249593,3502491,2855173,4288845,9177413,7194742,11656942,0.914929420565
2020-04-17,2614,38056,,,,,,,200618,161946,244462,3444778,2807294,4215361,9378031,7356688,11901404,0.914250063544
2020-04-18,2386,40442,,,,,,,196495,158627,239456,3385382,2757538,4140158,9574526,7515315,12140860,0.913725633982
2020-04-19,1229,41671,,,,,,,192433,155212,234667,3324771,2706086,4064058,9766959,7670527,12375527,0.913372861771
2020-04-20,1795,43466,,,,,,,188437,151614,229858,3263362,2653129,3987279,9955396,7822141,12605385,0.913061596783
2020-04-21,2457,45923,,,,,,,184512,148034,225068,3201522,2599221,3910007,10139908,7970175,12830453,0.912791208024
2020-04-22,2389,48312,,,,,,,180658,144585,220688,3139568,2545053,3833084,10320566,8114760,13051141,0.9125257844
2020-04-23,2434,50746,,,,,,,176882,141116,215883,3077773,2491220,3756751,10497448,8255876,13267024,0.912313891729
2020-04-24,2118,52864,,,,,,,173183,137836,211752,3016359,2437898,3681808,10670631,8393712,13478776,0.91217631747
2020-04-25,1650,54514,,,,,,,169564,134625,207957,2955511,2384487,3608207,10840195,8528337,13686733,0.912115145745
2020-04-26,1293,55807,,,,,,,166027,131456,204079,2895377,2331595,3535637,11006222,8659793,13890812,0.912130331989
2020-04-27,1425,57232,,,,,,,162576,128474,200400,2836078,2279458,3464658,11168798,8788267,14091212,0.912213692381
2020-04-28,2219,59451,,,,,,,159213,125529,196788,2777713,2227984,3395553,11328011,8913796,14288000,0.912377575314
2020-04-29,2506,61957,,,,,,,155941,122295,193033,2720364,2176925,3328150,11483952,9036091,14481033,0.912636630596
2020-04-30,2296,64253,,,,,,,152764,119454,189566,2664103,2126624,3262840,11636716,9155545,14670599,0.913005916641
2020-05-01,1869,66122,,,,,,,149681,116709,186158,2608985,2077705,3199419,11786397,9272254,14856757,0.913509739033
2020-05-02,1556,67678,,,,,,,146696,114033,182915,2555063,2029780,3137874,11933093,9386287,15039672,0.914169588388
2020-05-03,1096,68774,,,,,,,143817,111304,179748,2502384,1982442,3078170,12076910,9497591,15219420,0.915011941023
2020-05-04,1309,70083,,,,,,,141047,108722,176875,2450998,1935937,3020387,12217957,9606313,15396295,0.916064649958
2020-05-05,2307,72390,,,,,,,138389,106343,174027,2400949,1890654,2964561,12356346,9712656,15570322,0.917358028068
2020-05-06,2458,74848,,,,,,,135849,104076,171236,2352287,1846691,2910731,12492195,9816732,15741558,0.918924401541
2020-05-07,1919,76767,,,,,,,133433,101913,168625,2305061,1804019,2858664,12625628,9918645,15910183,0.9207961065
2020-05-08,1727,78494,,,,,,,131147,99788,166107,2259326,1762692,2808889,12756775,10018433,16076290,0.92300358793
2020-05-09,1479,79973,,,,,,,128997,97837,163882,2215140,1722700,2761015,12885772,10116270,16240172,0.925572977513
2020-05-10,879,80852,,,,,,,126988,96032,161837,2172564,1684119,2714895,13012760,10212302,16402009,0.928523282935
2020-05-11,1013,81865,,,,,,,125128,94311,159840,2131665,1646985,2670659,13137888,10306613,16561849,0.931863476836
2020-05-12,1615,83480,,,,,,,123422,92602,157936,2092511,1611125,2628197,13261310,10399215,16719785,0.935589938895
2020-05-13,1751,85231,,,,,,,121876,91147,156232,2055174,1576752,2587640,13383186,10490362,16876017,0.939684828201
2020-05-14,1774,87005,,,,,,,120497,89857,154790,2019729,1544327,2549398,13503683,10580219,17030807,0.944115977209
2020-05-15,1661,88666,,,,,,,119288,88670,153540,1986253,1513559,2513377,13622971,10668889,17184347,0.948838742897
2020-05-16,1223,89889,,,,,,,118256,87682,152407,1954829,1484551,2479635,13741227,10756571,17336754,0.953799903345
2020-05-17,752,90641,,,,,,,117405,86880,151414,1925537,1457421,2448145,13858632,10843451,17488168,0.958943235626
2020-05-18,770,91411,,,,,,,116740,86292,150754,1898460,1432432,2419161,13975372,10929743,17638922,0.96421594102
2020-05-19,1551,92962,,,,,,,116263,85876,150136,1873677,1409608,2392433,14091635,11015619,17789058,0.969574770723
2020-05-20,1568,94530,,,,,,,115980,85623,149825,1851268,1388909,2368239,14207615,11101242,17938883,0.974990725805
2020-05-21,1223,95753,,,,,,,115893,85501,149677,1831313,1370356,2346688,14323508,11186743,18088560,0.980451443508
2020-05-22,1269,97022,,,,,,,116008,85616,149590,1813888,1354079,2327659,14439516,11272359,18238150,0.985960839282
2020-05-23,1121,98143,,,,,,,116330,85893,149933,1799071,1340203,2311488,14555846,11358252,18388083,0.991536066032
