country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
India,,,9900,143264,47466,278342,2020-10-01,2028,5.3,2020-10-01
Brazil,,,43959,120776,66611,206118,2020-06-04,1473,1.5,2020-10-01
Mexico,,,17580,82581,45789,113619,2020-06-03,1092,1.7,2020-10-01
United Kingdom,,,41821,49168,43365,57348,2020-04-21,1172,25.2,2020-10-01
Italy,,,34371,35688,34554,36810,2020-03-28,1012,38.9,2020-10-01
South Africa,,,1568,33525,17143,48174,2020-09-17,454,5.2,2020-10-01
France,,,29439,30840,29525,36115,2020-04-15,1438,32.2,2020-10-01
Pakistan,,,2839,28519,10670,60296,2020-09-18,299,2.7,2020-10-01
Spain,,,27136,28317,27211,32536,2020-04-02,961,,2020-10-01
Peru,,,6860,24588,14186,38731,2020-06-14,380,1.2,2020-10-01
Russia,,,7081,22338,11107,44130,2020-05-29,232,1.2,2020-10-01
Chile,,,3362,22214,13938,33731,2020-06-08,627,5.9,2020-10-01
Colombia,,,1808,20064,11139,27141,2020-09-19,249,1.8,2020-10-01
Iran,,,8950,16243,10104,26503,2020-04-04,158,1.2,2020-10-01
Canada,,,8228,11471,9026,16396,2020-04-16,251,16.9,2020-10-01
Egypt,,,1672,11048,4653,18538,2020-09-24,128,1.3,2020-10-01
Bangladesh,,,1209,10843,5827,17997,2020-09-24,110,2.9,2020-10-01
Germany,,,8807,10538,9039,14883,2020-04-15,510,42.2,2020-10-01
Belgium,,,9661,10061,9716,11068,2020-04-10,496,55.0,2020-10-01
Indonesia,,,2198,8779,3591,17306,2020-10-01,97,1.5,2020-10-01
Saudi Arabia,,,1011,8414,4533,13019,2020-09-13,87,2.2,2020-10-01
Netherlands,,,6084,6796,6185,8449,2020-04-07,234,27.8,2020-10-01
Argentina,,,854,6629,2944,13264,2020-10-01,93,4.4,2020-10-01
Ecuador,,,3929,6341,4423,12492,2020-05-10,410,2.7,2020-10-01
Bolivia,,,632,6233,3384,9063,2020-08-31,64,3.0,2020-10-01
Sweden,,,4891,6196,5397,7402,2020-04-21,185,5.5,2020-10-01
Turkey,,,4825,5750,4908,8674,2020-04-19,127,6.6,2020-10-01
China,,,4638,4649,4638,4745,2020-04-17,1290,,2020-10-01
Ukraine,,,911,3848,1605,7139,2020-08-20,31,2.6,2020-10-01
Poland,,,1256,3169,1635,6412,2020-04-24,40,2.3,2020-10-01
Philippines,,,1098,2749,1278,6499,2020-04-12,50,2.2,2020-10-01
Romania,,,1427,2304,1673,3597,2020-05-08,35,1.4,2020-10-01
Algeria,,,777,2146,918,7214,2020-04-09,30,1.9,2020-10-01
Moldova,,,411,2105,1118,3278,2020-08-12,19,3.8,2020-10-01
Nigeria,,,424,2076,687,4838,2020-09-22,18,4.5,2020-10-01
Switzerland,,,1939,2068,1964,2330,2020-04-04,75,65.0,2020-10-01
Portugal,,,1520,1984,1641,2800,2020-04-03,37,9.7,2020-10-01
Ireland,,,1706,1867,1727,2488,2020-04-24,220,,2020-10-01
Honduras,,,322,1780,688,3392,2020-06-10,19,1.7,2020-10-01
Dominican Republic,,,605,1352,733,3782,2020-04-12,38,0.8,2020-10-01
Panama,,,448,1333,607,2673,2020-06-06,16,0.8,2020-10-01
Japan,,,929,1206,939,1619,2020-05-04,49,10.0,2020-10-01
Hungary,,,563,861,618,1611,2020-04-24,23,14.0,2020-10-01
Belarus,,,312,793,450,1569,2020-06-08,7,1.2,2020-10-01
Kuwait,,,298,786,395,1661,2020-05-30,11,3.5,2020-10-01
Austria,,,678,741,698,846,2020-04-08,30,21.0,2020-10-01
Denmark,,,598,686,627,853,2020-04-04,22,15.0,2020-10-01
Bulgaria,,,176,671,290,1235,2020-06-05,12,3.0,2020-10-01
United Arab Emirates,,,291,422,328,737,2020-05-10,13,3.5,2020-10-01
Finland,,,326,379,339,467,2020-04-21,43,,2020-10-01
Israel,,,302,370,325,490,2020-04-18,13,4.0,2020-10-01
Czechia,,,330,366,348,413,2020-04-14,18,9.0,2020-10-01
South Korea,,,278,323,282,441,2020-03-02,11,6.0,2020-10-01
Serbia,,,255,320,280,380,2020-04-01,12,6.0,2020-10-01
Norway,,,242,270,254,298,2020-04-20,16,,2020-10-01
Morocco,,,212,239,222,282,2020-03-27,12,,2020-10-01
Greece,,,184,220,202,265,2020-04-03,10,4.0,2020-10-01
Malaysia,,,121,149,139,167,2020-03-29,8,,2020-10-01
Croatia,,,107,138,119,172,2020-04-19,8,,2020-10-01
Lithuania,,,76,131,91,224,2020-04-10,6,1.0,2020-10-01
Luxembourg,,,110,124,114,145,2020-04-11,8,,2020-10-01
Slovenia,,,109,124,113,153,2020-04-07,6,,2020-10-01
Australia,,,102,110,102,138,2020-04-23,8,,2020-10-01
Cuba,,,84,101,90,123,2020-04-24,6,,2020-10-01
Estonia,,,69,81,78,86,2020-04-02,6,,2020-10-01
Latvia,,,28,36,33,41,2020-04-21,4,,2020-10-01
Slovakia,,,28,30,29,33,2020-04-15,4,,2020-10-01
Cyprus,,,18,22,20,23,2020-03-30,2,,2020-10-01
Malta,,,9,12,11,14,2020-05-29,2,,2020-10-01
Iceland,,,10,11,10,12,2020-03-15,5,,2020-10-01
