date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean
2020-02-05,0,0,,,,,,,101,50,150,101,50,150,101,50,150,2.29034419802
2020-02-06,0,0,,,,,,,101,50,150,202,99,300,202,100,300,2.29012869574
2020-02-07,0,0,,,,,,,101,50,150,302,150,450,303,150,450,2.29008089835
2020-02-08,0,0,,,,,,,101,50,150,403,199,600,404,200,600,2.29002248465
2020-02-09,0,0,,,,,,,235,114,386,638,332,968,639,314,986,2.28995109078
2020-02-10,0,0,,,,,,,235,114,386,873,452,1348,874,428,1372,2.28986382426
2020-02-11,0,0,,,,,,,235,114,386,1108,570,1730,1109,542,1758,2.28975714503
2020-02-12,0,0,,,,,,,235,114,386,1343,687,2113,1344,656,2144,2.28962671924
2020-02-13,0,0,,,,,,,378,190,610,1721,899,2701,1722,846,2754,2.28946723979
2020-02-14,0,0,,,,,,,534,284,835,2255,1190,3530,2256,1130,3589,2.28925628628
2020-02-15,0,0,,,,,,,731,417,1100,2986,1629,4608,2987,1547,4689,2.28901574337
2020-02-16,0,0,,,,,,,1372,774,1892,4358,2506,6485,4359,2321,6581,2.28871739977
2020-02-17,0,0,,,,,,,2180,1350,2994,6538,3946,9400,6539,3671,9575,2.28835381944
2020-02-18,0,0,,,,,,,2503,1560,3484,9041,5534,12858,9042,5231,13059,2.2879097971
2020-02-19,0,0,,,,,,,2988,1937,4067,12029,7504,16892,12030,7168,17126,2.28736678933
2020-02-20,0,0,,,,,,,3093,2007,4207,15022,9464,20943,15123,9175,21333,2.28670157251
2020-02-21,0,0,,,,,,,3522,2283,4715,18443,11716,25485,18645,11458,26048,2.28588575064
2020-02-22,0,0,,,,,,,4430,2924,5900,22772,14622,31201,23075,14382,31948,2.28488645025
2020-02-23,0,0,,,,,,,5260,3526,6940,27932,18156,37947,28335,17908,38888,2.28366261078
2020-02-24,0,0,,,,,,,6293,4257,8372,33990,22350,45898,34628,22165,47260,2.28216285515
2020-02-25,0,0,,,,,,,9449,6129,12397,43205,28438,57703,44077,28294,59657,2.28032389255
2020-02-26,0,0,,,,,,,11297,7515,14885,54267,35859,72132,55374,35809,74542,2.27806767472
2020-02-27,0,0,,,,,,,12219,8069,16220,66251,43811,87914,67593,43878,90762,2.27529889362
2020-02-28,0,0,,,,,,,14472,9541,19395,80345,53145,106632,82065,53419,110157,2.27190010896
2020-02-29,1,1,,,,,,,17111,10981,23322,96922,63819,128997,99176,64400,133479,2.2677261455
2020-03-01,0,1,,,,,,,21820,13776,30119,118011,77203,157844,120996,78176,163598,2.26259774288
2020-03-02,5,6,,,,,,,26879,16940,37404,143518,93432,193225,147875,95116,201002,2.2562937629
2020-03-03,1,7,,,,,,,32569,20472,45519,173907,112623,235649,180444,115588,246521,2.24854181352
2020-03-04,4,11,,,,,,,39084,24302,54911,210488,135430,286989,219528,139890,301432,2.23900641315
2020-03-05,1,12,,,,,,,47914,29577,67094,255413,163140,349949,267442,169467,368526,2.22727488771
2020-03-06,2,14,,,,,,,57800,35192,81496,310120,196426,427190,325242,204659,450022,2.21284165425
2020-03-07,3,17,,,,,,,69120,41955,97728,375718,236191,520193,394362,246614,547750,2.19509201755
2020-03-08,4,21,,,,,,,81856,50098,115868,453143,283409,630218,476218,296712,663618,2.17328855456
2020-03-09,1,22,,,,,,,96129,59728,137336,544011,339620,760700,572347,356440,800954,2.1465661855
2020-03-10,6,28,,,,,,,112282,71422,161345,650001,406745,913788,684629,427862,962299,2.11394703316
2020-03-11,5,33,,,,,,,128614,83135,183038,769165,483798,1084413,813243,510997,1145337,2.07439152786
2020-03-12,10,43,,,,,,,144778,97162,198453,902646,573389,1268054,958021,608159,1343790,2.02690436182
2020-03-13,9,52,,,,,,,160417,107415,214222,1050844,672648,1466089,1118438,715574,1558012,1.97070687987
2020-03-14,6,58,,,,,,,174846,123064,226044,1211218,786061,1672590,1293284,838638,1784056,1.90546515339
2020-03-15,12,70,,,,,,,188203,135933,249390,1382310,910936,1898612,1481487,974571,2033446,1.83152776042
