date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean
2020-02-25,,,,,,,,,47,30,50,47,30,50,47,30,50,1.69233528017
2020-02-26,,,,,,,,,47,30,50,94,60,100,94,60,100,1.68896306688
2020-02-27,,,,,,,,,47,30,50,141,90,150,141,90,150,1.68821667461
2020-02-28,,,,,,,,,47,30,50,188,120,200,188,120,200,1.6873050384
2020-02-29,,,,,,,,,47,30,50,234,150,250,234,150,250,1.68619149903
2020-03-01,,,,,,,,,47,30,50,281,180,300,281,180,300,1.68483118625
2020-03-02,,,,,,,,,47,30,50,328,210,350,328,210,350,1.68316911333
2020-03-03,,,,,,,,,47,30,50,375,240,400,375,240,400,1.68113778165
2020-03-04,,,,,,,,,47,30,50,422,270,450,422,270,450,1.67865414207
2020-03-05,,,,,,,,,125,83,140,547,353,590,547,353,590,1.67553877349
2020-03-06,,,,,,,,,124,82,140,672,436,730,672,436,730,1.67180918025
2020-03-07,,,,,,,,,130,86,147,802,523,877,802,523,877,1.66722403638
2020-03-08,,,,,,,,,142,95,163,944,618,1039,944,618,1039,1.66160267847
2020-03-09,,,,,,,,,168,113,195,1112,732,1234,1112,732,1234,1.65469761196
2020-03-10,,,,,,,,,207,142,246,1319,875,1480,1319,875,1480,1.64620075412
2020-03-11,,,,,,,,,237,163,286,1509,1008,1715,1555,1038,1765,1.63573141098
2020-03-12,,,,,,,,,261,181,321,1723,1160,1985,1817,1220,2085,1.62283274954
2020-03-13,,,,,,,,,289,203,363,1965,1333,2297,2106,1423,2447,1.60698661875
2020-03-14,,,,,,,,,322,227,414,2240,1531,2660,2428,1651,2860,1.58764469269
2020-03-15,,,,,,,,,362,247,478,2555,1749,3088,2790,1899,3338,1.56430001847
2020-03-16,,,,,,,,,401,272,546,2909,1992,3584,3190,2172,3884,1.53658942377
2020-03-17,,,,,,,,,437,290,615,3299,2253,4148,3627,2463,4498,1.50439076771
2020-03-18,,,,,,,,,472,304,689,3724,2528,4787,4099,2768,5187,1.46787601906
2020-03-19,,,,,,,,,508,317,768,4185,2815,5504,4607,3085,5954,1.42749378694
2020-03-20,1,1,,,,,,,543,333,851,4603,3066,6215,5150,3419,6805,1.38390565
2020-03-21,0,1,,,,,,,576,348,932,5054,3332,7007,5726,3768,7737,1.33791884146
2020-03-22,0,1,,,,,,,605,362,1004,5529,3607,7864,6331,4130,8740,1.29044359456
2020-03-23,0,1,,,,,,,629,373,1062,6015,3885,8762,6959,4504,9801,1.24247689469
2020-03-24,0,1,,,,,,,648,380,1101,6496,4152,9667,7608,4885,10901,1.1950930614
2020-03-25,1,2,,,,,,,664,384,1119,6953,4394,10541,8271,5269,12020,1.14941517149
