date,Province_State,Country_Region,Combined_Key,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,Quebec,Canada,"Quebec, Canada",0,0,,,0.0,0.0
2020-01-23,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-24,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-25,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-26,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-27,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-28,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-29,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-30,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-01-31,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-01,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-02,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-03,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-04,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-05,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-06,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-07,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-08,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-09,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-10,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-11,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-12,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-13,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-14,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-15,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-16,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-17,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-18,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-19,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-20,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-21,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-22,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-23,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-24,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-25,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-26,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-27,Quebec,Canada,"Quebec, Canada",0,0,0.0,0.0,0.0,0.0
2020-02-28,Quebec,Canada,"Quebec, Canada",1,0,0.0,1.0,0.14285714285714285,0.0
2020-02-29,Quebec,Canada,"Quebec, Canada",1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-01,Quebec,Canada,"Quebec, Canada",1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-02,Quebec,Canada,"Quebec, Canada",1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-03,Quebec,Canada,"Quebec, Canada",1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-04,Quebec,Canada,"Quebec, Canada",1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-05,Quebec,Canada,"Quebec, Canada",2,0,0.0,1.0,0.2857142857142857,0.0
2020-03-06,Quebec,Canada,"Quebec, Canada",2,0,0.0,0.0,0.14285714285714285,0.0
2020-03-07,Quebec,Canada,"Quebec, Canada",3,0,0.0,1.0,0.2857142857142857,0.0
2020-03-08,Quebec,Canada,"Quebec, Canada",4,0,0.0,1.0,0.42857142857142855,0.0
2020-03-09,Quebec,Canada,"Quebec, Canada",4,0,0.0,0.0,0.42857142857142855,0.0
2020-03-10,Quebec,Canada,"Quebec, Canada",4,0,0.0,0.0,0.42857142857142855,0.0
2020-03-11,Quebec,Canada,"Quebec, Canada",8,0,0.0,4.0,1.0,0.0
2020-03-12,Quebec,Canada,"Quebec, Canada",9,0,0.0,1.0,1.0,0.0
2020-03-13,Quebec,Canada,"Quebec, Canada",17,0,0.0,8.0,2.142857142857143,0.0
2020-03-14,Quebec,Canada,"Quebec, Canada",17,0,0.0,0.0,2.0,0.0
2020-03-15,Quebec,Canada,"Quebec, Canada",24,0,0.0,7.0,2.857142857142857,0.0
2020-03-16,Quebec,Canada,"Quebec, Canada",50,0,0.0,26.0,6.571428571428571,0.0
2020-03-17,Quebec,Canada,"Quebec, Canada",74,0,0.0,24.0,10.0,0.0
2020-03-18,Quebec,Canada,"Quebec, Canada",94,0,0.0,20.0,12.285714285714286,0.0
2020-03-19,Quebec,Canada,"Quebec, Canada",121,1,1.0,27.0,16.0,0.14285714285714285
2020-03-20,Quebec,Canada,"Quebec, Canada",139,1,0.0,18.0,17.428571428571427,0.14285714285714285
2020-03-21,Quebec,Canada,"Quebec, Canada",181,5,4.0,42.0,23.428571428571427,0.7142857142857143
2020-03-22,Quebec,Canada,"Quebec, Canada",219,4,-1.0,38.0,27.857142857142858,0.5714285714285714
2020-03-23,Quebec,Canada,"Quebec, Canada",628,4,0.0,409.0,82.57142857142857,0.5714285714285714
2020-03-24,Quebec,Canada,"Quebec, Canada",1013,4,0.0,385.0,134.14285714285714,0.5714285714285714
2020-03-25,Quebec,Canada,"Quebec, Canada",1342,6,2.0,329.0,178.28571428571428,0.8571428571428571
2020-03-26,Quebec,Canada,"Quebec, Canada",1632,8,2.0,290.0,215.85714285714286,1.0
2020-03-27,Quebec,Canada,"Quebec, Canada",2024,18,10.0,392.0,269.2857142857143,2.4285714285714284
2020-03-28,Quebec,Canada,"Quebec, Canada",2498,22,4.0,474.0,331.0,2.4285714285714284
2020-03-29,Quebec,Canada,"Quebec, Canada",2840,22,0.0,342.0,374.42857142857144,2.5714285714285716
2020-03-30,Quebec,Canada,"Quebec, Canada",3430,22,0.0,590.0,400.2857142857143,2.5714285714285716
2020-03-31,Quebec,Canada,"Quebec, Canada",4162,31,9.0,732.0,449.85714285714283,3.857142857142857
2020-04-01,Quebec,Canada,"Quebec, Canada",4611,33,2.0,449.0,467.0,3.857142857142857
2020-04-02,Quebec,Canada,"Quebec, Canada",5518,36,3.0,907.0,555.1428571428571,4.0
2020-04-03,Quebec,Canada,"Quebec, Canada",6101,61,25.0,583.0,582.4285714285714,6.142857142857143
2020-04-04,Quebec,Canada,"Quebec, Canada",6101,61,0.0,0.0,514.7142857142857,5.571428571428571
2020-04-05,Quebec,Canada,"Quebec, Canada",7944,75,14.0,1843.0,729.1428571428571,7.571428571428571
2020-04-06,Quebec,Canada,"Quebec, Canada",8580,121,46.0,636.0,735.7142857142857,14.142857142857142
2020-04-07,Quebec,Canada,"Quebec, Canada",9340,150,29.0,760.0,739.7142857142857,17.0
2020-04-08,Quebec,Canada,"Quebec, Canada",10031,175,25.0,691.0,774.2857142857143,20.285714285714285
2020-04-09,Quebec,Canada,"Quebec, Canada",10912,216,41.0,881.0,770.5714285714286,25.714285714285715
2020-04-10,Quebec,Canada,"Quebec, Canada",11677,241,25.0,765.0,796.5714285714286,25.714285714285715
2020-04-11,Quebec,Canada,"Quebec, Canada",12292,289,48.0,615.0,884.4285714285714,32.57142857142857
2020-04-12,Quebec,Canada,"Quebec, Canada",12846,328,39.0,554.0,700.2857142857143,36.142857142857146
2020-04-13,Quebec,Canada,"Quebec, Canada",13557,360,32.0,711.0,711.0,34.142857142857146
2020-04-14,Quebec,Canada,"Quebec, Canada",14248,435,75.0,691.0,701.1428571428571,40.714285714285715
2020-04-15,Quebec,Canada,"Quebec, Canada",14860,487,52.0,612.0,689.8571428571429,44.57142857142857
2020-04-16,Quebec,Canada,"Quebec, Canada",15857,630,143.0,997.0,706.4285714285714,59.142857142857146
2020-04-17,Quebec,Canada,"Quebec, Canada",16798,688,58.0,941.0,731.5714285714286,63.857142857142854
2020-04-18,Quebec,Canada,"Quebec, Canada",17521,688,0.0,723.0,747.0,57.0
2020-04-19,Quebec,Canada,"Quebec, Canada",17950,820,132.0,429.0,729.1428571428571,70.28571428571429
2020-04-20,Quebec,Canada,"Quebec, Canada",19319,939,119.0,1369.0,823.1428571428571,82.71428571428571
2020-04-21,Quebec,Canada,"Quebec, Canada",20126,1044,105.0,807.0,839.7142857142857,87.0
2020-04-22,Quebec,Canada,"Quebec, Canada",20965,1134,90.0,839.0,872.1428571428571,92.42857142857143
2020-04-23,Quebec,Canada,"Quebec, Canada",21838,1243,109.0,873.0,854.4285714285714,87.57142857142857
2020-04-24,Quebec,Canada,"Quebec, Canada",22616,1340,97.0,778.0,831.1428571428571,93.14285714285714
2020-04-25,Quebec,Canada,"Quebec, Canada",23267,1446,106.0,651.0,820.8571428571429,108.28571428571429
2020-04-26,Quebec,Canada,"Quebec, Canada",24109,1516,70.0,842.0,879.8571428571429,99.42857142857143
2020-04-27,Quebec,Canada,"Quebec, Canada",24983,1600,84.0,874.0,809.1428571428571,94.42857142857143
2020-04-28,Quebec,Canada,"Quebec, Canada",25761,1683,83.0,778.0,805.0,91.28571428571429
2020-04-29,Quebec,Canada,"Quebec, Canada",26610,1762,79.0,849.0,806.4285714285714,89.71428571428571
2020-04-30,Quebec,Canada,"Quebec, Canada",27550,1859,97.0,940.0,816.0,88.0
2020-05-01,Quebec,Canada,"Quebec, Canada",28656,2022,163.0,1106.0,862.8571428571429,97.42857142857143
2020-05-02,Quebec,Canada,"Quebec, Canada",29664,2136,114.0,1008.0,913.8571428571429,98.57142857142857
2020-05-03,Quebec,Canada,"Quebec, Canada",31873,2206,70.0,2209.0,1109.142857142857,98.57142857142857
2020-05-04,Quebec,Canada,"Quebec, Canada",32631,2281,75.0,758.0,1092.5714285714287,97.28571428571429
2020-05-05,Quebec,Canada,"Quebec, Canada",33425,2399,118.0,794.0,1094.857142857143,102.28571428571429
2020-05-06,Quebec,Canada,"Quebec, Canada",34334,2511,112.0,909.0,1103.4285714285713,107.0
2020-05-07,Quebec,Canada,"Quebec, Canada",35249,2632,121.0,915.0,1099.857142857143,110.42857142857143
2020-05-08,Quebec,Canada,"Quebec, Canada",36161,2726,94.0,912.0,1072.142857142857,100.57142857142857
