country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,2175,1643,2772
US,NY,731,594,872
US,NJ,272,202,352
US,MI,157,118,202
US,CT,151,127,202
US,MA,123,93,150
US,PA,83,64,104
US,LA,76,53,97
US,IL,74,58,91
US,CA,59,34,89
US,GA,58,28,82
US,FL,47,30,64
US,IN,40,28,53
US,OH,31,23,40
US,TX,28,21,36
US,MD,26,18,35
US,CO,19,12,26
US,WA,18,11,26
US,VA,16,11,23
US,WI,13,10,18
US,NC,12,10,15
US,MO,11,8,16
US,OK,9,7,12
US,AZ,9,7,11
US,AL,9,6,12
US,MS,9,6,12
US,RI,7,6,8
US,KY,7,5,10
US,MN,7,5,10
US,NV,7,5,10
US,TN,7,5,10
US,SC,7,4,10
US,DC,6,4,8
US,ID,4,3,6
US,DE,4,3,5
US,IA,4,3,5
US,PR,4,3,5
US,KS,4,2,7
US,NH,3,2,5
US,OR,3,2,5
US,NM,3,2,4
US,UT,2,1,4
US,AR,2,1,3
US,VT,2,1,3
US,ME,2,1,2
US,NE,1,1,2
US,SD,1,1,2
US,GU,1,1,1
US,MT,1,1,1
US,ND,1,1,1
US,WV,1,1,1
US,AK,1,0,1
US,HI,1,0,1
US,MP,1,0,1
US,VI,0,0,1
US,WY,0,0,0
US,AS,,,
